image_path,type,body_part,temperature,image_name,instance,evaluate
Datasets/ThermEval/double/Thermal_7.JPG,double_left,chest,29.077562326869806,Thermal_7.JPG,double,left
Datasets/ThermEval/single/Thermal_13.JPG,single,forehead,26.81904761904762,Thermal_13.JPG,single,evaluate
Datasets/ThermEval/single/Thermal_38.JPG,single,chest,33.04725990233315,Thermal_38.JPG,single,evaluate
Datasets/ThermEval/double/Thermal_105.JPG,double_left,nose,33.486666666666665,Thermal_105.JPG,double,left
Datasets/ThermEval/double/Thermal_138.JPG,double_right,nose,33.10625,Thermal_138.JPG,double,right
Datasets/ThermEval/double/Thermal_69.JPG,double_right,forehead,31.749122807017542,Thermal_69.JPG,double,right
Datasets/ThermEval/single/Thermal_83.JPG,single,forehead,32.19094650205761,Thermal_83.JPG,single,evaluate
Datasets/ThermEval/double/Thermal_31.JPG,double_left,forehead,33.09166666666667,Thermal_31.JPG,double,left
Datasets/ThermEval/single/Thermal_100.JPG,single,nose,35.00769230769231,Thermal_100.JPG,single,evaluate
Datasets/ThermEval/double/Thermal_201.JPG,double_left,forehead,31.34166666666667,Thermal_201.JPG,double,left
Datasets/ThermEval/single/Thermal_13.JPG,single,nose,22.84285714285713,Thermal_13.JPG,single,evaluate
Datasets/ThermEval/double/Thermal_22.JPG,double_right,nose,33.508333333333326,Thermal_22.JPG,double,right
Datasets/ThermEval/single/Thermal_149.JPG,single,nose,33.5719387755102,Thermal_149.JPG,single,evaluate
Datasets/ThermEval/double/Thermal_138.JPG,double_left,forehead,32.88142857142857,Thermal_138.JPG,double,left
Datasets/ThermEval/single/Thermal_37.JPG,single,nose,36.63061224489796,Thermal_37.JPG,single,evaluate
Datasets/ThermEval/double/Thermal_150.JPG,double_left,nose,33.41428571428571,Thermal_150.JPG,double,left
Datasets/ThermEval/double/Thermal_218.JPG,double_right,forehead,34.28605769230769,Thermal_218.JPG,double,right
Datasets/ThermEval/double/Thermal_232.JPG,double_right,chest,31.646602150537635,Thermal_232.JPG,double,right
Datasets/ThermEval/single/Thermal_99.JPG,single,chest,35.061966604823745,Thermal_99.JPG,single,evaluate
Datasets/ThermEval/double/Thermal_33.JPG,double_right,chest,32.4791280148423,Thermal_33.JPG,double,right
Datasets/ThermEval/single/Thermal_135.JPG,single,nose,32.80817307692308,Thermal_135.JPG,single,evaluate
Datasets/ThermEval/single/Thermal_28.JPG,single,chest,30.9530209293142,Thermal_28.JPG,single,evaluate
Datasets/ThermEval/single/Thermal_152.JPG,single,chest,30.68043981481481,Thermal_152.JPG,single,evaluate
Datasets/ThermEval/single/Thermal_48.JPG,single,chest,33.04183673469388,Thermal_48.JPG,single,evaluate
Datasets/ThermEval/double/Thermal_46.JPG,double_right,nose,35.329166666666666,Thermal_46.JPG,double,right
Datasets/ThermEval/single/Thermal_11.JPG,single,forehead,28.2974025974026,Thermal_11.JPG,single,evaluate
Datasets/ThermEval/double/Thermal_201.JPG,double_right,nose,34.11666666666667,Thermal_201.JPG,double,right
Datasets/ThermEval/single/Thermal_173.JPG,single,nose,31.27,Thermal_173.JPG,single,evaluate
Datasets/ThermEval/single/Thermal_3.JPG,single,forehead,32.692708333333336,Thermal_3.JPG,single,evaluate
Datasets/ThermEval/double/Thermal_129.JPG,double_left,chest,32.48848770277342,Thermal_129.JPG,double,left
Datasets/ThermEval/double/Thermal_223.JPG,double_left,chest,29.662625482625483,Thermal_223.JPG,double,left
Datasets/ThermEval/single/Thermal_106.JPG,single,forehead,32.02019230769231,Thermal_106.JPG,single,evaluate
Datasets/ThermEval/single/Thermal_168.JPG,single,forehead,30.626136363636363,Thermal_168.JPG,single,evaluate
Datasets/ThermEval/single/Thermal_75.JPG,single,forehead,32.25475113122172,Thermal_75.JPG,single,evaluate
Datasets/ThermEval/single/Thermal_160.JPG,single,chest,31.960484977886225,Thermal_160.JPG,single,evaluate
Datasets/ThermEval/single/Thermal_168.JPG,single,nose,30.36543209876543,Thermal_168.JPG,single,evaluate
Datasets/ThermEval/single/Thermal_121.JPG,single,forehead,33.294666666666664,Thermal_121.JPG,single,evaluate
Datasets/ThermEval/single/Thermal_48.JPG,single,forehead,34.76592592592592,Thermal_48.JPG,single,evaluate
Datasets/ThermEval/single/Thermal_194.JPG,single,chest,29.152608695652173,Thermal_194.JPG,single,evaluate
Datasets/ThermEval/double/Thermal_137.JPG,double_right,forehead,33.74444444444445,Thermal_137.JPG,double,right
Datasets/ThermEval/single/Thermal_70.JPG,single,chest,31.10552096305521,Thermal_70.JPG,single,evaluate
Datasets/ThermEval/double/Thermal_46.JPG,double_left,chest,31.493456276026176,Thermal_46.JPG,double,left
Datasets/ThermEval/single/Thermal_98.JPG,single,chest,34.75373249191935,Thermal_98.JPG,single,evaluate
Datasets/ThermEval/single/Thermal_125.JPG,single,nose,35.051785714285714,Thermal_125.JPG,single,evaluate
Datasets/ThermEval/double/Thermal_129.JPG,double_left,nose,33.513888888888886,Thermal_129.JPG,double,left
Datasets/ThermEval/single/Thermal_112.JPG,single,nose,33.21785714285714,Thermal_112.JPG,single,evaluate
Datasets/ThermEval/single/Thermal_157.JPG,single,forehead,34.62833333333333,Thermal_157.JPG,single,evaluate
Datasets/ThermEval/double/Thermal_137.JPG,double_left,forehead,33.33636363636363,Thermal_137.JPG,double,left
Datasets/ThermEval/single/Thermal_124.JPG,single,chest,33.90516304347826,Thermal_124.JPG,single,evaluate
